center,left,right,steering,throttle,brake,speed
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_39_508.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_39_508.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_39_508.jpg,-0.1092876,0.3709892,0,30.03167
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_39_581.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_39_581.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_39_581.jpg,-0.1189705,0.3903174,0,30.03064
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_39_653.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_39_653.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_39_653.jpg,-0.1092876,0.3903174,0,30.02945
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_39_725.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_39_725.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_39_725.jpg,-0.1092876,0.3903174,0,30.039
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_39_795.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_39_795.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_39_795.jpg,-0.1092876,0.3903174,0,30.03548
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_39_864.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_39_864.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_39_864.jpg,-0.1189705,0.3903174,0,30.03544
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_39_931.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_39_931.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_39_931.jpg,-0.1189705,0.3903174,0,30.03552
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_40_002.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_40_002.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_40_002.jpg,-0.1189705,0.3903174,0,30.03429
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_40_073.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_40_073.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_40_073.jpg,-0.1189705,0.3903174,0,30.0356
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_40_141.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_40_141.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_40_141.jpg,-0.1189705,0.3903174,0,30.03555
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_40_213.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_40_213.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_40_213.jpg,0,0.3226125,0,30.02824
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_40_280.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_40_280.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_40_280.jpg,0,0.3419406,0,30.01893
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_40_348.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_40_348.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_40_348.jpg,0,0.3613063,0,30.02935
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_40_420.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_40_420.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_40_420.jpg,0,0.3516234,0,30.02917
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_40_487.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_40_487.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_40_487.jpg,0,0.3516234,0,30.02592
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_40_558.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_40_558.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_40_558.jpg,0,0.3613063,0,30.02872
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_40_627.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_40_627.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_40_627.jpg,0,0.3613063,0,30.02863
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_40_698.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_40_698.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_40_698.jpg,-0.03189984,0.3613063,0,30.02837
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_40_766.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_40_766.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_40_766.jpg,-0.0705937,0.3613063,0,30.02736
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_40_835.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_40_835.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_40_835.jpg,-0.1286533,0.4000002,0,30.0343
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_40_904.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_40_904.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_40_904.jpg,-0.1576643,0.4096831,0,30.03746
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_40_974.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_40_974.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_40_974.jpg,-0.1383362,0.4096831,0,30.03947
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_41_043.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_41_043.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_41_043.jpg,-0.1383362,0.4096831,0,30.0399
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_41_111.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_41_111.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_41_111.jpg,-0.1383362,0.4096831,0,30.04012
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_41_184.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_41_184.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_41_184.jpg,-0.08995949,0.4096831,0,30.04124
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_41_255.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_41_255.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_41_255.jpg,-0.0705937,0.4096831,0,30.04128
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_41_322.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_41_322.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_41_322.jpg,-0.0802766,0.4096831,0,30.04096
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_41_393.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_41_393.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_41_393.jpg,-0.0802766,0.4096831,0,30.04088
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_41_462.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_41_462.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_41_462.jpg,-0.0802766,0.4096831,0,30.04079
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_41_532.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_41_532.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_41_532.jpg,-0.0802766,0.4096831,0,30.04073
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_41_607.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_41_607.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_41_607.jpg,-0.0705937,0.4096831,0,30.03877
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_41_680.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_41_680.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_41_680.jpg,-0.0802766,0.4096831,0,30.04054
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_41_751.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_41_751.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_41_751.jpg,-0.0802766,0.4096831,0,30.04065
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_41_825.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_41_825.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_41_825.jpg,-0.0705937,0.3903174,0,30.03755
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_41_893.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_41_893.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_41_893.jpg,-0.04158272,0.3709892,0,30.02925
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_41_961.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_41_961.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_41_961.jpg,-0.04158272,0.3903174,0,30.03521
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_42_031.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_42_031.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_42_031.jpg,-0.06091081,0.3903174,0,30.03587
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_42_102.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_42_102.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_42_102.jpg,-0.04158272,0.3903174,0,30.036
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_42_176.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_42_176.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_42_176.jpg,-0.06091081,0.3903174,0,30.03578
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_42_243.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_42_243.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_42_243.jpg,-0.04158272,0.3903174,0,30.03599
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_42_312.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_42_312.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_42_312.jpg,-0.06091081,0.3903174,0,30.03572
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_42_379.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_42_379.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_42_379.jpg,-0.06091081,0.3903174,0,30.03571
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_42_450.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_42_450.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_42_450.jpg,-0.06091081,0.3903174,0,30.03571
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_42_522.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_42_522.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_42_522.jpg,-0.06091081,0.3903174,0,30.03572
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_42_592.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_42_592.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_42_592.jpg,-0.04158272,0.4000002,0,30.03934
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_42_664.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_42_664.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_42_664.jpg,-0.06091081,0.4000002,0,30.03825
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_42_736.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_42_736.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_42_736.jpg,-0.06091081,0.4000002,0,30.03822
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_42_803.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_42_803.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_42_803.jpg,-0.06091081,0.4000002,0,30.03819
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_42_878.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_42_878.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_42_878.jpg,-0.04158272,0.4000002,0,30.03846
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_42_952.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_42_952.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_42_952.jpg,-0.04158272,0.3903174,0,30.03629
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_43_027.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_43_027.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_43_027.jpg,-0.04158272,0.4000002,0,30.03805
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_43_094.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_43_094.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_43_094.jpg,-0.06091081,0.4096831,0,30.04151
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_43_167.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_43_167.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_43_167.jpg,-0.06091081,0.4096831,0,30.0407
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_43_242.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_43_242.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_43_242.jpg,-0.06091081,0.4386941,0,30.04325
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_43_315.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_43_315.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_43_315.jpg,-0.06091081,0.448377,0,30.04831
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_43_383.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_43_383.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_43_383.jpg,-0.04158272,0.4967537,0,30.05933
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_43_450.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_43_450.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_43_450.jpg,0,0.5064366,0,30.06313
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_43_524.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_43_524.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_43_524.jpg,0,0.5548133,0,30.07399
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_43_592.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_43_592.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_43_592.jpg,0,0.6031901,0,30.08648
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_43_664.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_43_664.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_43_664.jpg,0,0.6708949,0,30.10366
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_43_733.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_43_733.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_43_733.jpg,0,0.8160252,0,30.14267
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_43_806.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_43_806.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_43_806.jpg,0,0.9805212,0,30.1836
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_43_880.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_43_880.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_43_880.jpg,-0.08995949,1,0,30.18832
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_43_951.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_43_951.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_43_951.jpg,-0.1189705,1,0,30.18719
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_44_019.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_44_019.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_44_019.jpg,-0.1286533,1,0,30.18829
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_44_088.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_44_088.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_44_088.jpg,-0.1189705,1,0,30.18934
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_44_162.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_44_162.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_44_162.jpg,-0.1189705,1,0,30.18977
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_44_230.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_44_230.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_44_230.jpg,0,1,0,30.18995
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_44_300.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_44_300.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_44_300.jpg,0,1,0,30.19007
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_44_368.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_44_368.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_44_368.jpg,0,1,0,30.19022
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_44_440.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_44_440.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_44_440.jpg,0,1,0,30.19031
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_44_513.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_44_513.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_44_513.jpg,0,1,0,30.19029
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_44_581.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_44_581.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_44_581.jpg,0,1,0,30.19031
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_44_652.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_44_652.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_44_652.jpg,0,1,0,30.19032
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_44_726.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_44_726.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_44_726.jpg,0,1,0,30.19029
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_44_799.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_44_799.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_44_799.jpg,0,1,0,30.1903
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_44_872.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_44_872.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_44_872.jpg,0,1,0,30.1903
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_44_939.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_44_939.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_44_939.jpg,0,1,0,30.1903
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_45_010.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_45_010.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_45_010.jpg,0,1,0,30.19043
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_45_081.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_45_081.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_45_081.jpg,0,1,0,30.19032
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_45_150.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_45_150.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_45_150.jpg,0,1,0,30.19032
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_45_220.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_45_220.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_45_220.jpg,0,1,0,30.19026
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_45_287.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_45_287.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_45_287.jpg,0,1,0,30.19029
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_45_355.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_45_355.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_45_355.jpg,0,1,0,30.19033
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_45_425.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_45_425.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_45_425.jpg,0,1,0,30.19027
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_45_498.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_45_498.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_45_498.jpg,0,1,0,30.19031
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_45_572.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_45_572.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_45_572.jpg,0,1,0,30.19028
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_45_641.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_45_641.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_45_641.jpg,0,1,0,30.19025
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_45_707.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_45_707.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_45_707.jpg,0,1,0,30.19028
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_45_779.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_45_779.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_45_779.jpg,0,1,0,30.19031
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_45_851.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_45_851.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_45_851.jpg,0,1,0,30.19032
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_30_45_921.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_30_45_921.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_30_45_921.jpg,0,1,0,30.19028
